file_path                                                                                                                                                                                                   , file_length_bytes, line_before_check_sat, result , time_seconds
splinterdb/allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.3.smt2                                                                                                                    ,            856278,                  4196, OTHER  ,       581.51
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.3.smt2                                                                                                                                  ,            419738,                  1441, UNSAT  ,         0.77
splinterdb/betree__PagedBetree_v.15.smt2                                                                                                                                                                    ,            134052,                   159, UNSAT  ,         0.21
splinterdb/allocation_layer__MiniAllocator_v.6.smt2                                                                                                                                                         ,             79028,                    19, UNSAT  ,         0.02
splinterdb/betree__PivotBetreeRefinement_v.15.smt2                                                                                                                                                          ,            530402,                  1254, UNSAT  ,         3.99
splinterdb/betree__PivotBranchRefinement_v.3.smt2                                                                                                                                                           ,            219069,                  3213, UNSAT  ,         1.93
splinterdb/betree__PagedBetreeRefinement_v.3.smt2                                                                                                                                                           ,            333309,                    19, UNSAT  ,         0.09
splinterdb/betree__PivotBetree_v.25.smt2                                                                                                                                                                    ,            211957,                    19, UNSAT  ,         0.07
splinterdb/journal__LinkedJournal_v.41.smt2                                                                                                                                                                 ,            178842,                    19, UNSAT  ,         0.05
splinterdb/journal__LinkedJournal_v.8.smt2                                                                                                                                                                  ,            121924,                    19, UNSAT  ,         0.04
splinterdb/allocation_layer__MiniAllocator_v.9.smt2                                                                                                                                                         ,             82146,                    19, UNSAT  ,         0.03
splinterdb/journal__PagedJournalRefinement_v.26.smt2                                                                                                                                                        ,            325223,                 12841, TIMEOUT,      3614.77
splinterdb/betree__LinkedBranch_v__Refinement_v.14.smt2                                                                                                                                                     ,            430268,                  3924, UNSAT  ,       887.76
splinterdb/betree__FilteredBetree_v.27.smt2                                                                                                                                                                 ,            263998,                  2763, UNSAT  ,         1.38
splinterdb/allocation_layer__AllocationJournal_v.35.smt2                                                                                                                                                    ,            306265,                  2668, TIMEOUT,      3600.38
splinterdb/betree__LinkedBranch_v__Refinement_v.29.smt2                                                                                                                                                     ,            476722,                  7709, TIMEOUT,      3600.23
splinterdb/betree__PagedBetreeRefinement_v.11.smt2                                                                                                                                                          ,            359709,                  1308, TIMEOUT,      3601.35
splinterdb/betree__BufferOffsets_v.8.smt2                                                                                                                                                                   ,             49284,                    19, UNSAT  ,         0.05
splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.23.smt2                                                                                                                                    ,            866103,                  1229, UNSAT  ,         1.64
splinterdb/betree__LinkedBranch_v.60.smt2                                                                                                                                                                   ,            281910,                  3040, UNSAT  ,         9.35
splinterdb/betree__LinkedBetree_v.64.smt2                                                                                                                                                                   ,            457301,                  1625, UNSAT  ,         3.28
splinterdb/journal__PagedJournalRefinement_v.9.smt2                                                                                                                                                         ,            263692,                   746, UNSAT  ,       115.33
splinterdb/betree__FilteredBetreeRefinement_v.19.smt2                                                                                                                                                       ,            683589,                  1420, UNSAT  ,         5.76
splinterdb/betree__PivotBetree_v.26.smt2                                                                                                                                                                    ,            214809,                  1789, UNSAT  ,         0.33
splinterdb/betree__LinkedBranch_v.6.smt2                                                                                                                                                                    ,            149273,                    19, UNSAT  ,         0.06
splinterdb/betree__PivotBranchRefinement_v.5.smt2                                                                                                                                                           ,            217195,                    19, UNSAT  ,         0.07
splinterdb/journal__PagedJournalRefinement_v.14.smt2                                                                                                                                                        ,            286378,                  4173, TIMEOUT,      3600.62
splinterdb/betree__LinkedBranch_v.62.smt2                                                                                                                                                                   ,            279103,                   819, UNSAT  ,         0.56
splinterdb/betree__LinkedBranch_v.22.smt2                                                                                                                                                                   ,            176409,                  1178, UNSAT  ,         4.9
splinterdb/betree__Memtable_v.10.smt2                                                                                                                                                                       ,            115949,                  1714, TIMEOUT,      3600.68
splinterdb/marshalling__IntegerMarshalling_v.44.smt2                                                                                                                                                        ,            162697,                    54, UNSAT  ,         0.65
splinterdb/betree__PivotBetree_v.31.smt2                                                                                                                                                                    ,            221123,                  1062, UNSAT  ,         0.6
splinterdb/betree__Buffer_v.12.smt2                                                                                                                                                                         ,             70058,                   306, UNSAT  ,         0.09
splinterdb/marshalling__IntegerMarshalling_v.37.smt2                                                                                                                                                        ,            163354,                   579, UNSAT  ,         0.63
splinterdb/betree__FilteredBetreeRefinement_v.21.smt2                                                                                                                                                       ,            689344,                  2959, TIMEOUT,      3604.17
splinterdb/journal__LinkedJournal_v.18.smt2                                                                                                                                                                 ,            136794,                   254, UNSAT  ,         0.15
splinterdb/betree__PivotBetreeRefinement_v.7.smt2                                                                                                                                                           ,            506958,                   651, UNSAT  ,         1.44
splinterdb/allocation_layer__MiniAllocator_v.17.smt2                                                                                                                                                        ,            101754,                    19, UNSAT  ,         0.03
splinterdb/betree__FilteredBetree_v.28.smt2                                                                                                                                                                 ,            263577,                  2345, UNSAT  ,         0.57
splinterdb/betree__PivotBetreeRefinement_v.22.smt2                                                                                                                                                          ,            559771,                  6968, TIMEOUT,      3633.51
splinterdb/betree__LinkedBetree_v.3.smt2                                                                                                                                                                    ,            284419,                    19, UNSAT  ,         0.2
splinterdb/betree__LinkedBetree_v.83.smt2                                                                                                                                                                   ,            505112,                    19, UNSAT  ,         0.21
splinterdb/betree__PagedBetreeRefinement_v.23.smt2                                                                                                                                                          ,            391378,                  7905, TIMEOUT,      3600.13
splinterdb/allocation_layer__LikesJournalRefinement_v.5.smt2                                                                                                                                                ,            395124,                  6582, OTHER  ,      1824.85
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.7.smt2                                                                                                                                  ,            525428,                  1571, UNSAT  ,         0.98
splinterdb/betree__FilteredBetree_v.35.smt2                                                                                                                                                                 ,            273336,                   680, UNSAT  ,         0.5
splinterdb/betree__PivotBetree_v.18.smt2                                                                                                                                                                    ,            196641,                  3304, UNSAT  ,         0.92
splinterdb/journal__LinkedJournal_v.7.smt2                                                                                                                                                                  ,            121995,                  1308, UNSAT  ,         0.11
splinterdb/abstract_system__MsgHistory_v.8.smt2                                                                                                                                                             ,             86458,                   869, UNSAT  ,         0.19
splinterdb/exec__MiniAllocator_v.11.smt2                                                                                                                                                                    ,            154242,                  6517, UNSAT  ,      1787.84
splinterdb/allocation_layer__AllocationJournal_v.42.smt2                                                                                                                                                    ,            341326,                  7767, TIMEOUT,      3601.21
splinterdb/betree__PivotTable_v.12.smt2                                                                                                                                                                     ,            100666,                   373, UNSAT  ,         0.14
splinterdb/betree__LinkedBetree_v.54.smt2                                                                                                                                                                   ,            390096,                   900, UNSAT  ,         2.35
splinterdb/journal__LinkedJournalRefinement_v.14.smt2                                                                                                                                                       ,            403426,                  1228, OTHER  ,      1835.01
splinterdb/betree__PagedBetree_v.8.smt2                                                                                                                                                                     ,            123417,                   655, UNSAT  ,         0.16
splinterdb/betree__LinkedBetree_v.98.smt2                                                                                                                                                                   ,            549948,                   715, UNSAT  ,        13.7
anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournalRefinement_v.5.smt2                                                                                                                          ,            811170,                  4378, OTHER  ,      1164.16
anvil/splinterdb-smt-exec__Cache_v__Cache.6.smt2                                                                                                                                                            ,            286445,                   279, TIMEOUT,      3609.55
anvil/splinterdb-smt-betree__LinkedBetree_v.57.smt2                                                                                                                                                         ,            404297,                  4684, UNSAT  ,       201.42
anvil/splinterdb-smt-betree__LinkedBranch_v.51.smt2                                                                                                                                                         ,            237206,                  2603, UNSAT  ,       277.03
anvil/splinterdb-smt-journal__PagedJournal_v.32.smt2                                                                                                                                                        ,            130345,                  2575, UNSAT  ,         1.26
anvil/splinterdb-smt-betree__LinkedBetree_v.40.smt2                                                                                                                                                         ,            364561,                    19, UNSAT  ,         0.18
anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.18.smt2                                                                                                                                             ,            414407,                   239, UNSAT  ,         0.72
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__owner_ref__object_in_every_resource_create_or_update_request_msg_only_has_valid_owner_references_helper.smt2                ,           2855978,                    18, OTHER  ,       888.48
anvil/splinterdb-smt-betree__LinkedBetree_v.78.smt2                                                                                                                                                         ,            494929,                   180, UNSAT  ,         0.9
anvil/splinterdb-smt-betree__PivotBranch_v.4.smt2                                                                                                                                                           ,             88172,                  1572, UNSAT  ,         0.13
anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.28.smt2                                                                                                                                          ,            281393,                  2460, TIMEOUT,      3634.67
anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.26.smt2                                                                                                                                          ,            268956,                  2728, UNSAT  ,         0.3
anvil/splinterdb-smt-abstract_system__MsgHistory_v.7.smt2                                                                                                                                                   ,             83042,                    19, UNSAT  ,         0.03
anvil/fluent-smt-fluent_controller__fluentbit__exec__reconciler.7.smt2                                                                                                                                      ,           1455140,                    18, UNSAT  ,         0.36
anvil/splinterdb-smt-betree__PagedBetree_v.20.smt2                                                                                                                                                          ,            137240,                    19, UNSAT  ,         0.04
anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__service.9.smt2                                                                                                                               ,           1095850,                    18, OTHER  ,       373.83
anvil/splinterdb-smt-allocation_layer__LikesBetree_v__LikesBetree.1.smt2                                                                                                                                    ,            951963,                   536, UNSAT  ,       221.86
anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.15.smt2                                                                                                                                              ,            145458,                   125, UNSAT  ,         0.16
anvil/splinterdb-smt-betree__PivotTable_v.8.smt2                                                                                                                                                            ,             92646,                  4061, UNSAT  ,         1.49
anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.6.smt2                                                                                                                                               ,            157657,                 14197, UNSAT  ,      1041.78
anvil/splinterdb-smt-betree__Buffer_v.14.smt2                                                                                                                                                               ,             75927,                    19, UNSAT  ,         0.06
anvil/splinterdb-smt-betree__PivotBetreeRefinement_v.26.smt2                                                                                                                                                ,            557852,                  2113, OTHER  ,      3597.45
anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__resource_match.1.smt2                                                                                                                       ,           3113246,                    18, OTHER  ,      1583.49
anvil/splinterdb-smt-abstract_system__MsgHistory_v.18.smt2                                                                                                                                                  ,            110554,                    19, UNSAT  ,         0.07
anvil/splinterdb-smt-allocation_layer__LikesJournal_v.9.smt2                                                                                                                                                ,            193794,                   559, UNSAT  ,         0.48
anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.11.smt2                                                                                                                                          ,            214079,                  2539, UNSAT  ,        43.94
anvil/zookeeper-smt-zookeeper_controller__proof__liveness__proof.1.smt2                                                                                                                                     ,           3689403,                    18, OTHER  ,       285.92
anvil/splinterdb-smt-allocation_layer__LikesJournal_v.21.smt2                                                                                                                                               ,            230013,                  2559, UNSAT  ,         0.8
anvil/fluent-smt-fluent_controller__fluentbit_config__proof__liveness__proof.4.smt2                                                                                                                         ,           2769104,                    18, OTHER  ,       211.58
anvil/splinterdb-smt-betree__BufferDisk_v.13.smt2                                                                                                                                                           ,            129767,                  1503, TIMEOUT,      3600.3
anvil/zookeeper-smt-zookeeper_controller__proof__liveness__spec.16.smt2                                                                                                                                     ,           3868306,                    18, OTHER  ,       512.76
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__safety__proof.7.smt2                                                                                                                           ,           3162800,                    18, OTHER  ,       224.99
anvil/splinterdb-smt-betree__FilteredBetree_v.39.smt2                                                                                                                                                       ,            287809,                  4748, UNSAT  ,         5.19
anvil/splinterdb-smt-betree__PagedBetree_v.6.smt2                                                                                                                                                           ,            120204,                    19, UNSAT  ,         0.04
anvil/splinterdb-smt-betree__LinkedBetree_v.25.smt2                                                                                                                                                         ,            330754,                  1789, UNSAT  ,         2.26
anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.13.smt2                                                                                                                                              ,             93908,                  1305, UNSAT  ,         1.4
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__lemma_always_response_at_after_get_resource_step_is_resource_get_response.smt2                                       ,           2896087,                    18, OTHER  ,       531.06
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__headless_service.3.smt2                                                                                                               ,           1674224,                    18, OTHER  ,       542.32
anvil/fluent-smt-fluent_controller__fluentbit_config__proof__liveness__spec.6.smt2                                                                                                                          ,           2791626,                    18, UNSAT  ,        66.59
anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.7.smt2                                                                                                          ,            879678,                  8466, OTHER  ,       775.83
anvil/zookeeper-smt-zookeeper_controller__proof__helper_invariants__proof.8.smt2                                                                                                                            ,           3659906,                    18, OTHER  ,       390.52
anvil/splinterdb-smt-betree__PagedBetree_v.32.smt2                                                                                                                                                          ,            160523,                  1597, UNSAT  ,         2.07
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__spec.12.smt2                                                                                                                         ,           3744293,                    18, OTHER  ,         0.4
anvil/splinterdb-smt-betree__LinkedBetree_v.104.smt2                                                                                                                                                        ,            576806,                  6054, OTHER  ,       361.41
anvil/splinterdb-smt-allocation_layer__AllocationCrashAwareJournalRefinement_v.4.smt2                                                                                                                       ,            901559,                  2485, OTHER  ,      2839.51
anvil/splinterdb-smt-allocation_layer__LikesBetree_v.10.smt2                                                                                                                                                ,            261335,                  5868, TIMEOUT,      3609.12
anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.22.smt2                                                                                                                                                ,            382203,                  3304, TIMEOUT,      3608.82
anvil/splinterdb-smt-betree__FilteredBetree_v.8.smt2                                                                                                                                                        ,            224041,                  1137, UNSAT  ,         0.33
anvil/splinterdb-smt-betree__FilteredBetree_v.20.smt2                                                                                                                                                       ,            250278,                    19, UNSAT  ,         0.08
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__common.2.smt2                                                                                                                         ,            383226,                    18, OTHER  ,       120.64
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__stateful_set.10.smt2                                                                                                                  ,           1553159,                    18, OTHER  ,       437.04
anvil/splinterdb-smt-betree__LinkedBranch_v.57.smt2                                                                                                                                                         ,            274972,                  1658, UNSAT  ,         0.51
anvil/splinterdb-smt-journal__LinkedJournal_v.39.smt2                                                                                                                                                       ,            178304,                  2460, UNSAT  ,        68.98
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__default_user_secret.1.smt2                                                                                                            ,           1480277,                    18, OTHER  ,       379.43
anvil/splinterdb-smt-betree__PagedBetree_v.1.smt2                                                                                                                                                           ,            119280,                  5555, UNSAT  ,         1.4
anvil/splinterdb-smt-allocation_layer__AllocationJournal_v__AllocationJournal.1.smt2                                                                                                                        ,            398861,                    19, UNSAT  ,         0.17
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__default_user_secret.7.smt2                                                                                                            ,           1490084,                    18, OTHER  ,       642.93
anvil/splinterdb-smt-betree__PivotBetree_v.13.smt2                                                                                                                                                          ,            176831,                  6186, UNSAT  ,         0.94
anvil/splinterdb-smt-betree__LinkedSeq_v.4.smt2                                                                                                                                                             ,             39011,                    19, UNSAT  ,         0.02
anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.9.smt2                                                                                                                                           ,           1731549,                    18, TIMEOUT,      3601.86
anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__daemon_set_match__lemma_from_key_exists_to_receives_ok_resp_at_after_get_daemon_set_step.smt2                                               ,           2776975,                    18, OTHER  ,      1384.45
anvil/splinterdb-smt-journal__PagedJournal_v.21.smt2                                                                                                                                                        ,            109832,                  2684, UNKNOWN,         0.85
anvil/splinterdb-smt-allocation_layer__AllocationJournal_v__AllocationJournal.6.smt2                                                                                                                        ,            522167,                    19, UNSAT  ,         0.18
anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.3.smt2                                                                                                                                              ,            372101,                  3277, UNSAT  ,         4.26
anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.6.smt2                                                                                                                                           ,           1727053,                    18, UNSAT  ,         3.78
anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.26.smt2                                                                                                                                                ,            402065,                  8800, TIMEOUT,      3600.42
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__safety__proof.1.smt2                                                                                                                           ,           3162344,                    18, OTHER  ,      1602.68
anvil/splinterdb-smt-abstract_system__AbstractCrashAwareSystemRefinement_v.21.smt2                                                                                                                          ,            858434,                  1380, UNSAT  ,         2.5
anvil/zookeeper-smt-zookeeper_controller__proof__liveness__spec.11.smt2                                                                                                                                     ,           3739460,                    18, UNSAT  ,       226.41
anvil/splinterdb-smt-journal__PagedJournalRefinement_v.20.smt2                                                                                                                                              ,            301820,                  4924, OTHER  ,      1612.23
anvil/splinterdb-smt-journal__PagedJournal_v.13.smt2                                                                                                                                                        ,             88517,                   835, UNSAT  ,         0.53
anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.20.smt2                                                                                                                                             ,            683747,                   273, UNSAT  ,        10.48
anvil/fluent-smt-fluent_controller__fluentbit_config__exec__resource__secret.2.smt2                                                                                                                         ,            495830,                    18, OTHER  ,       472.83
anvil/splinterdb-smt-betree__LinkedBetree_v.19.smt2                                                                                                                                                         ,            314714,                   615, UNSAT  ,         0.17
anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.25.smt2                                                                                                                                             ,            699019,                  1511, UNSAT  ,      2990.36
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__stateful_set.8.smt2                                                                                                                   ,           1557741,                    18, OTHER  ,       625.32
anvil/zookeeper-smt-zookeeper_controller__proof__liveness__zookeeper_api.10.smt2                                                                                                                            ,           3777411,                    18, OTHER  ,      3304.44
anvil/splinterdb-smt-betree__PivotBranchRefinement_v.5.smt2                                                                                                                                                 ,            217257,                    19, UNSAT  ,         0.13
anvil/splinterdb-smt-journal__PagedJournalRefinement_v.13.smt2                                                                                                                                              ,            279909,                  1961, UNSAT  ,       239.47
anvil/splinterdb-smt-abstract_system__MsgHistory_v.27.smt2                                                                                                                                                  ,            132539,                   361, UNSAT  ,         0.17
anvil/splinterdb-smt-betree__Memtable_v.4.smt2                                                                                                                                                              ,            104151,                  2003, UNSAT  ,      2226.02
anvil/splinterdb-smt-journal__LinkedJournal_v.20.smt2                                                                                                                                                       ,            137814,                    19, UNSAT  ,         0.04
anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.16.smt2                                                                                                                                                ,            369022,                  2129, UNSAT  ,        38.08
anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__terminate.1.smt2                                                                                                                            ,           2621757,                    18, OTHER  ,       397.91
anvil/fluent-smt-fluent_controller__fluentbit__exec__reconciler.6.smt2                                                                                                                                      ,           1455917,                    18, OTHER  ,       323.19
anvil/splinterdb-smt-betree__Memtable_v.10.smt2                                                                                                                                                             ,            116011,                  1714, TIMEOUT,      3601.32
anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.12.smt2                                                                                                                                              ,             90246,                    19, UNSAT  ,         0.03
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__safety__proof.6.smt2                                                                                                                           ,           3159616,                    18, OTHER  ,       232.17
anvil/zookeeper-smt-zookeeper_controller__exec__resource__common.1.smt2                                                                                                                                     ,            365682,                    18, UNSAT  ,       230.59
anvil/splinterdb-smt-betree__Memtable_v.9.smt2                                                                                                                                                              ,            109413,                    19, UNSAT  ,         0.05
anvil/splinterdb-smt-betree__LinkedBranch_v.46.smt2                                                                                                                                                         ,            228757,                    19, UNSAT  ,         0.11
anvil/splinterdb-smt-betree__LinkedBetree_v.69.smt2                                                                                                                                                         ,            477426,                   739, UNSAT  ,         1.39
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_object_in_response_at_after_create_resource_step_is_same_as_etcd.smt2                        ,           3276138,                    18, OTHER  ,       653.66
anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.1.smt2                                                                                                                                                 ,            329905,                  3181, UNKNOWN,       793.14
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__service.6.smt2                                                                                                                        ,           1641334,                    18, OTHER  ,       499.86
anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.18.smt2                                                                                                                                                ,            374695,                  2819, OTHER  ,      1466.54
anvil/zookeeper-smt-zookeeper_controller__trusted__spec_types.5.smt2                                                                                                                                        ,            302422,                    18, OTHER  ,       247.36
anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.8.smt2                                                                                                                                           ,           1733873,                    18, OTHER  ,       400.89
anvil/splinterdb-smt-betree__PivotBetree_v.1.smt2                                                                                                                                                           ,            151041,                  5662, UNSAT  ,         1.23
anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.13.smt2                                                                                                                                          ,            222260,                  5170, TIMEOUT,      3635.11
anvil/splinterdb-smt-betree__PivotBranch_v.8.smt2                                                                                                                                                           ,            101636,                  4664, UNKNOWN,        94.48
anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__daemon_set.4.smt2                                                                                                                            ,           1320876,                    18, OTHER  ,       607.86
anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__config_map.7.smt2                                                                                                                     ,           1433317,                    18, OTHER  ,       588.6
anvil/splinterdb-smt-betree__LinkedBetree_v.28.smt2                                                                                                                                                         ,            344044,                    19, UNSAT  ,         0.21
anvil/splinterdb-smt-betree__PivotBetree_v.32.smt2                                                                                                                                                          ,            220643,                    19, UNSAT  ,         0.07
anvil/splinterdb-smt-journal__LinkedJournal_v.47.smt2                                                                                                                                                       ,            199319,                  3341, OTHER  ,      2318.22
anvil/splinterdb-smt-betree__LinkedBetree_v.11.smt2                                                                                                                                                         ,            299326,                   428, UNSAT  ,         0.61
anvil/zookeeper-smt-zookeeper_controller__proof__liveness__proof.4.smt2                                                                                                                                     ,           3755782,                    18, OTHER  ,       527.88
anvil/fluent-smt-fluent_controller__fluentbit__exec__reconciler.5.smt2                                                                                                                                      ,           1455165,                    18, OTHER  ,       473.0
anvil/splinterdb-smt-betree__FilteredBetree_v.1.smt2                                                                                                                                                        ,            213691,                  5939, UNSAT  ,         8.89
anvil/zookeeper-smt-zookeeper_controller__proof__liveness__zookeeper_api.1.smt2                                                                                                                             ,           3397382,                    18, OTHER  ,      1036.35
